"STATISTIC","STATISTIC Label","TLIST(M1)","Month","C02064V02491","Type of Milk","UNIT","VALUE"
"AKM02","Milk Sales (Dairy) for Human Consumption","198401","1984 January","015","Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198402","1984 February","001","All Milk","Million Litres","41.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","198402","1984 February","012","Whole Milk","Million Litres","41.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","198402","1984 February","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198402","1984 February","014","Skimmed Milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198402","1984 February","015","Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198403","1984 March","001","All Milk","Million Litres","45.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","198403","1984 March","012","Whole Milk","Million Litres","45.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","198403","1984 March","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198403","1984 March","014","Skimmed Milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198403","1984 March","015","Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198404","1984 April","001","All Milk","Million Litres","41.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","198404","1984 April","012","Whole Milk","Million Litres","41.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","198404","1984 April","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198404","1984 April","014","Skimmed Milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198404","1984 April","015","Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198405","1984 May","001","All Milk","Million Litres","44.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","198405","1984 May","012","Whole Milk","Million Litres","44.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","198405","1984 May","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198405","1984 May","014","Skimmed Milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198405","1984 May","015","Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198406","1984 June","001","All Milk","Million Litres","42.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","198406","1984 June","012","Whole Milk","Million Litres","42.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","198406","1984 June","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198406","1984 June","014","Skimmed Milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198406","1984 June","015","Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198407","1984 July","001","All Milk","Million Litres","43.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","198407","1984 July","012","Whole Milk","Million Litres","43.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","198407","1984 July","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198407","1984 July","014","Skimmed Milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198407","1984 July","015","Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198408","1984 August","001","All Milk","Million Litres","43.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","198408","1984 August","012","Whole Milk","Million Litres","43.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","198408","1984 August","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198408","1984 August","014","Skimmed Milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198408","1984 August","015","Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198409","1984 September","001","All Milk","Million Litres","42.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","198409","1984 September","012","Whole Milk","Million Litres","42.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","198409","1984 September","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198409","1984 September","014","Skimmed Milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198409","1984 September","015","Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198410","1984 October","001","All Milk","Million Litres","43.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","198410","1984 October","012","Whole Milk","Million Litres","43.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","198410","1984 October","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198410","1984 October","014","Skimmed Milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198410","1984 October","015","Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198411","1984 November","001","All Milk","Million Litres","42.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","198411","1984 November","012","Whole Milk","Million Litres","42.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","198411","1984 November","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198411","1984 November","014","Skimmed Milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198411","1984 November","015","Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198412","1984 December","001","All Milk","Million Litres","41.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","198412","1984 December","012","Whole Milk","Million Litres","41.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","198412","1984 December","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198412","1984 December","014","Skimmed Milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198412","1984 December","015","Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198501","1985 January","001","All Milk","Million Litres","43.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","198501","1985 January","012","Whole Milk","Million Litres","42"
"AKM02","Milk Sales (Dairy) for Human Consumption","198501","1985 January","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198501","1985 January","014","Skimmed Milk","Million Litres","0.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","198501","1985 January","015","Semi-skimmed milk","Million Litres","0.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","198502","1985 February","001","All Milk","Million Litres","40.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","198502","1985 February","012","Whole Milk","Million Litres","39.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","198502","1985 February","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198502","1985 February","014","Skimmed Milk","Million Litres","0.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","198502","1985 February","015","Semi-skimmed milk","Million Litres","0.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","198503","1985 March","001","All Milk","Million Litres","43.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","198503","1985 March","012","Whole Milk","Million Litres","42.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","198503","1985 March","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198503","1985 March","014","Skimmed Milk","Million Litres","0.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","198503","1985 March","015","Semi-skimmed milk","Million Litres","0.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","198504","1985 April","001","All Milk","Million Litres","42"
"AKM02","Milk Sales (Dairy) for Human Consumption","198504","1985 April","012","Whole Milk","Million Litres","40.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","198504","1985 April","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198504","1985 April","014","Skimmed Milk","Million Litres","0.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","198504","1985 April","015","Semi-skimmed milk","Million Litres","0.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","198505","1985 May","001","All Milk","Million Litres","43.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","198505","1985 May","012","Whole Milk","Million Litres","42.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","198505","1985 May","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198505","1985 May","014","Skimmed Milk","Million Litres","0.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","198505","1985 May","015","Semi-skimmed milk","Million Litres","0.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","198506","1985 June","001","All Milk","Million Litres","42.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","198506","1985 June","012","Whole Milk","Million Litres","40.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","198506","1985 June","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198506","1985 June","014","Skimmed Milk","Million Litres","0.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","198506","1985 June","015","Semi-skimmed milk","Million Litres","0.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","198507","1985 July","001","All Milk","Million Litres","43.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","198507","1985 July","012","Whole Milk","Million Litres","42.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","198507","1985 July","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198507","1985 July","014","Skimmed Milk","Million Litres","0.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","198507","1985 July","015","Semi-skimmed milk","Million Litres","0.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","198508","1985 August","001","All Milk","Million Litres","43.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","198508","1985 August","012","Whole Milk","Million Litres","41.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","198508","1985 August","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198508","1985 August","014","Skimmed Milk","Million Litres","0.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","198508","1985 August","015","Semi-skimmed milk","Million Litres","0.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","198509","1985 September","001","All Milk","Million Litres","41.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","198509","1985 September","012","Whole Milk","Million Litres","39.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","198509","1985 September","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198509","1985 September","014","Skimmed Milk","Million Litres","0.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","198509","1985 September","015","Semi-skimmed milk","Million Litres","1"
"AKM02","Milk Sales (Dairy) for Human Consumption","198510","1985 October","001","All Milk","Million Litres","44.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","198510","1985 October","012","Whole Milk","Million Litres","42.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","198510","1985 October","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198510","1985 October","014","Skimmed Milk","Million Litres","0.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","198510","1985 October","015","Semi-skimmed milk","Million Litres","1.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","198511","1985 November","001","All Milk","Million Litres","42.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","198511","1985 November","012","Whole Milk","Million Litres","40.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","198511","1985 November","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198511","1985 November","014","Skimmed Milk","Million Litres","0.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","198511","1985 November","015","Semi-skimmed milk","Million Litres","1.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","198512","1985 December","001","All Milk","Million Litres","42.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","198512","1985 December","012","Whole Milk","Million Litres","41.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","198512","1985 December","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198512","1985 December","014","Skimmed Milk","Million Litres","0.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","198512","1985 December","015","Semi-skimmed milk","Million Litres","0.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","198601","1986 January","001","All Milk","Million Litres","43.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","198601","1986 January","012","Whole Milk","Million Litres","41.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","198601","1986 January","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198601","1986 January","014","Skimmed Milk","Million Litres","0.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","198601","1986 January","015","Semi-skimmed milk","Million Litres","1"
"AKM02","Milk Sales (Dairy) for Human Consumption","198602","1986 February","001","All Milk","Million Litres","40"
"AKM02","Milk Sales (Dairy) for Human Consumption","198602","1986 February","012","Whole Milk","Million Litres","38.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","198602","1986 February","013","Skimmed and Semi-skimmed milk","Million Litres",""
"AKM02","Milk Sales (Dairy) for Human Consumption","198602","1986 February","014","Skimmed Milk","Million Litres","0.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","198602","1986 February","015","Semi-skimmed milk","Million Litres","1"
"AKM02","Milk Sales (Dairy) for Human Consumption","198603","1986 March","001","All Milk","Million Litres","42.8"
